,Mean Variance,PSD Delta,PSD Theta,PSD Alpha,PSD Beta,PSD Gamma,Label
46,6.176351344972674e-10,993.6974849807157,269.0418556498255,119.10596697227543,38.683412026287655,2.5526003695225468,0
47,1.023220274333617e-09,627.4854436192519,211.0017052428933,79.21976730597088,20.206917319457325,2.5075617553761207,0
48,1.036754786917552e-09,300.8117041346701,71.64113474936701,47.78138588191167,25.02965170290366,2.2439261260052827,0
49,7.350510767651717e-10,266.3454383177328,85.73981605163685,105.39792679530217,19.79568582831164,2.266642985519792,0
50,7.032290895349033e-10,313.3327712427576,109.02556193299995,114.56465624006105,27.369025922167182,2.390683809837813,0
51,8.210988562532274e-10,816.0406479748897,157.92450105390824,101.59089961720413,21.969099502273632,2.4004369042386027,0
52,9.516096932486024e-10,752.4571978492322,175.7325522071703,97.61954429319289,19.148366909231104,2.5829951118528856,0
0,3.6025391217493965e-09,8931.05072006609,1272.2166071166587,157.01270027702188,9.955921635633596,1.4222925570387301,1
1,3.0404872741247106e-09,5302.902459159061,1294.8393672985078,106.12302962905198,16.239233828048178,1.8498425665692733,1
2,4.40011057446163e-09,12324.62735482955,1056.6818464357068,182.52626401597672,16.969175899335127,1.7580381862810366,1
3,3.0852902872322103e-09,13670.855771519296,1167.9799816611146,99.36532343575836,14.821838441647909,2.238511783808611,1
4,3.6025391217493965e-09,3469.4195498558806,674.5854044437576,247.33368371269225,13.600947705670748,1.2378843370628416,0
5,3.0404872741247106e-09,2233.437443992927,397.8181334591034,136.32157092873487,6.931303874074477,1.0156880889733435,0
6,4.40011057446163e-09,2070.5216553122627,322.3071442881887,76.58662619720316,6.337077666776067,1.0343739033446189,0
7,3.0852902872322103e-09,2784.8490862223766,456.02475455559835,99.92474144769821,7.534222565731344,0.9419144641968388,0
8,3.941948257708874e-09,1764.1708470356302,276.38082143611354,110.2299980628538,7.422298449932799,1.0464742994161425,0
9,4.4981720869599644e-09,1755.6692659797268,308.24913110206205,137.2666636987941,7.0171405758888685,1.0391515236184643,0
10,4.25661715800924e-09,2383.567035791905,341.3067618591112,104.08170844331104,7.0570729459147765,1.0428129236451973,0
11,3.1981053911892307e-09,2633.2853639321797,492.6775062458992,146.22057420181068,7.613921938366293,1.1319580958772897,0
12,3.336124390039045e-09,2341.642566787202,380.3667412103602,155.69593025086903,6.552432906696768,1.1132016513108705,0
13,4.713552223006767e-09,1818.3589542643274,309.028762164057,108.18244010360769,9.160909907274434,1.1088779496181014,0
14,3.1864432072652388e-09,2729.7416443429847,452.0955839774217,134.71534147212694,10.375966037122506,1.2469644071723391,0
15,4.227037572739211e-09,2182.64557969227,305.66783002171724,76.26913512952859,8.269790950253698,1.3041145742066047,0
16,4.271871501660831e-09,3401.3164591527448,393.0070373564953,106.64537724730354,11.360847064878481,1.048633935076,0
17,3.407889055680938e-09,1915.3374063414094,284.23783450108766,108.18150560448973,6.4966230152894555,0.9781356645164516,0
18,3.872547864054631e-09,2396.784321189783,353.61939254654715,106.40286688612413,5.732262802220348,1.0019566433600706,0
19,3.9518180507188525e-09,2964.7987237578113,492.5768887489508,232.58469025777669,11.934777318293367,1.1595950914751378,0
20,3.72567829667069e-09,2167.762805793497,333.24248382986576,145.1703028938993,8.82801731534277,1.0179959519755817,0
21,3.782688197598512e-09,2109.3544600328,299.2776628455464,69.0190791551472,6.853067070443598,0.9565870933669036,0
22,3.776760369146018e-09,2623.1912328612243,356.47534005911086,102.18122374480645,10.087713965807962,1.0999868420681698,0
23,3.4892224827704987e-09,3484.2320828434167,465.433727506086,178.20747891963754,8.61120676553019,1.080350399620546,0
